date,avg_temperature,avg_relative_humidity,avg_wind_speed,avg_hourly_health_index,rain,snow,avg_daily_demand,year,month,population_growth,day_of_week,is_weekend
2013-06-25,24.6,75.0,18.0,,4.2,0.0,18762625.0,2013,6,0.0,1,0
2013-06-26,25.45,65.0,11.5,,0.0,0.0,18941916.666666668,2013,6,0.0,2,0
2013-06-27,21.55,74.0,12.0,,0.0,0.0,17862625.0,2013,6,0.0,3,0
2013-06-28,19.89,82.5,11.5,,16.2,0.0,16226333.333333334,2013,6,0.0,4,0
2013-06-29,20.3,75.0,14.5,,0.0,0.0,14430208.333333334,2013,6,0.0,5,1
2013-06-30,20.6,72.0,12.5,,0.0,0.0,14040750.0,2013,6,0.0,6,1
2013-07-01,20.05,54.5,19.5,,0.0,0.0,13490166.666666666,2013,7,0.0,0,0
2013-07-02,19.95,68.5,12.5,,0.0,0.0,15578666.666666666,2013,7,0.0,1,0
2013-07-03,22.15,79.5,8.0,,1.2,0.0,17241333.333333332,2013,7,0.0,2,0
2013-07-04,24.4,76.5,11.5,,3.2,0.0,18259250.0,2013,7,0.0,3,0
2013-07-05,23.0,82.5,12.0,,,,17705583.333333332,2013,7,0.0,4,0
2013-07-06,24.05,71.5,13.0,,0.4,0.0,16989250.0,2013,7,0.0,5,1
2013-07-07,24.2,83.5,10.5,,26.6,0.0,16512708.333333334,2013,7,0.0,6,1
2013-07-08,24.35,79.5,19.5,,126.0,0.0,17432375.0,2013,7,0.0,0,0
2013-07-09,22.65,87.5,7.5,,0.6,0.0,17767708.333333332,2013,7,0.0,1,0
2013-07-10,24.65,74.0,23.5,,,,18458583.333333332,2013,7,0.0,2,0
2013-07-11,20.54,63.0,25.5,,0.0,0.0,16592958.333333334,2013,7,0.0,3,0
2013-07-12,20.2,71.0,12.5,,0.0,0.0,16464833.333333334,2013,7,0.0,4,0
2013-07-13,21.7,67.5,11.0,,0.0,0.0,16034541.666666666,2013,7,0.0,5,1
2013-07-14,24.45,67.5,8.0,,0.0,0.0,17520208.333333332,2013,7,0.0,6,1
2013-07-15,26.6,60.5,8.0,,0.0,0.0,20253541.666666668,2013,7,0.0,0,0
2013-07-16,27.4,64.0,7.5,,0.0,0.0,21052833.333333332,2013,7,0.0,1,0
2013-07-17,29.45,66.0,19.0,,0.0,0.0,21843791.666666668,2013,7,0.0,2,0
2013-07-18,28.7,67.0,16.0,,0.0,0.0,21536416.666666668,2013,7,0.0,3,0
2013-07-19,27.9,64.5,45.5,,8.6,0.0,20503916.666666668,2013,7,0.0,4,0
2013-07-20,23.9,64.5,18.0,,1.6,0.0,16966791.666666668,2013,7,0.0,5,1
2013-07-21,19.3,64.5,10.0,,0.0,0.0,15161916.666666666,2013,7,0.0,6,1
2013-07-22,20.14,65.0,11.0,,0.0,0.0,16685875.0,2013,7,0.0,0,0
2013-07-23,22.35,66.5,20.0,,0.0,0.0,17164291.666666668,2013,7,0.0,1,0
2013-07-24,17.3,57.0,23.0,,0.0,0.0,15362458.333333334,2013,7,0.0,2,0
2013-07-25,17.95,57.5,9.5,,0.0,0.0,15714291.666666666,2013,7,0.0,3,0
2013-07-26,18.75,58.0,10.0,,0.0,0.0,15968375.0,2013,7,0.0,4,0
2013-07-27,20.45,78.5,11.5,,,,14731416.666666666,2013,7,0.0,5,1
2013-07-28,18.14,68.0,18.0,,0.0,0.0,14034250.0,2013,7,0.0,6,1
2013-07-29,17.39,72.0,16.5,,0.2,0.0,15164166.666666666,2013,7,0.0,0,0
2013-07-30,19.05,69.0,14.0,,0.0,0.0,15761166.666666666,2013,7,0.0,1,0
2013-07-31,19.64,70.0,8.5,,13.4,0.0,16159125.0,2013,7,0.0,2,0
2013-08-01,20.9,69.5,17.0,,27.4,0.0,16230208.333333334,2013,8,0.0,3,0
2013-08-02,20.39,66.0,22.5,,2.8,0.0,15624958.333333334,2013,8,0.0,4,0
2013-08-03,19.85,64.0,19.0,,0.0,0.0,14060041.666666666,2013,8,0.0,5,1
2013-08-04,17.6,62.0,22.5,,0.0,0.0,13114583.333333334,2013,8,0.0,6,1
2013-08-05,17.35,63.0,11.5,,0.0,0.0,13654916.666666666,2013,8,0.0,0,0
2013-08-06,20.14,68.5,10.0,,0.0,0.0,15732500.0,2013,8,0.0,1,0
2013-08-07,23.2,78.5,16.5,,3.2,0.0,16841000.0,2013,8,0.0,2,0
2013-08-08,22.75,73.0,12.5,,0.0,0.0,17433833.333333332,2013,8,0.0,3,0
2013-08-09,22.2,59.0,19.0,,0.0,0.0,16653625.0,2013,8,0.0,4,0
2013-08-10,18.6,55.0,14.0,,0.0,0.0,14514208.333333334,2013,8,0.0,5,1
2013-08-11,17.95,63.5,12.5,,0.0,0.0,14142291.666666666,2013,8,0.0,6,1
2013-08-12,18.79,73.5,13.5,,0.2,0.0,16062916.666666666,2013,8,0.0,0,0
2013-08-13,16.14,70.0,24.5,,0.0,0.0,15588958.333333334,2013,8,0.0,1,0
2013-08-14,16.85,62.5,26.0,,0.0,0.0,15195791.666666666,2013,8,0.0,2,0
2013-08-15,17.5,58.5,18.5,,0.0,0.0,15353875.0,2013,8,0.0,3,0
2013-08-16,18.85,59.5,10.5,,0.0,0.0,15630041.666666666,2013,8,0.0,4,0
2013-08-17,19.85,54.5,9.0,,0.0,0.0,14738666.666666666,2013,8,0.0,5,1
2013-08-18,20.55,63.5,9.0,,0.0,0.0,14971375.0,2013,8,0.0,6,1
2013-08-19,21.9,58.5,13.5,,0.0,0.0,17298208.333333332,2013,8,0.0,0,0
2013-08-20,23.4,63.5,14.0,,0.0,0.0,18074458.333333332,2013,8,0.0,1,0
2013-08-21,25.3,61.5,13.5,,0.0,0.0,18721708.333333332,2013,8,0.0,2,0
2013-08-22,23.8,58.0,25.0,,0.0,0.0,18390083.333333332,2013,8,0.0,3,0
2013-08-23,20.05,57.0,13.5,,0.0,0.0,16572000.0,2013,8,0.0,4,0
2013-08-24,18.8,65.0,10.5,,0.0,0.0,14977166.666666666,2013,8,0.0,5,1
2013-08-25,21.15,60.0,16.5,,2.0,0.0,15019125.0,2013,8,0.0,6,1
2013-08-26,22.75,79.0,9.0,,17.4,0.0,17788666.666666668,2013,8,0.0,0,0
2013-08-27,23.25,81.5,7.0,,14.2,0.0,18652541.666666668,2013,8,0.0,1,0
2013-08-28,24.65,79.5,11.0,,0.0,0.0,19117708.333333332,2013,8,0.0,2,0
2013-08-29,24.3,73.0,9.5,,0.0,0.0,19282291.666666668,2013,8,0.0,3,0
2013-08-30,24.65,73.0,11.5,,2.0,0.0,18395125.0,2013,8,0.0,4,0
2013-08-31,23.05,80.0,12.0,,0.0,0.0,16348416.666666666,2013,8,0.0,5,1
2013-09-01,22.2,80.5,9.5,,0.8,0.0,15433375.0,2013,9,0.0,6,1
2013-09-02,20.65,77.0,18.0,,0.0,0.0,15130916.666666666,2013,9,0.0,0,0
2013-09-03,17.39,68.0,20.5,,0.0,0.0,15517625.0,2013,9,0.0,1,0
2013-09-04,19.45,70.0,18.5,,0.0,0.0,15848208.333333334,2013,9,0.0,2,0
2013-09-05,12.95,59.5,20.0,,0.0,0.0,15013000.0,2013,9,0.0,3,0
2013-09-06,14.85,54.0,12.0,,0.0,0.0,14801958.333333334,2013,9,0.0,4,0
2013-09-07,17.95,76.0,12.0,,18.0,0.0,14176291.666666666,2013,9,0.0,5,1
2013-09-08,15.4,69.0,14.5,,0.0,0.0,13592791.666666666,2013,9,0.0,6,1
2013-09-09,15.2,69.0,9.0,,0.2,0.0,15265875.0,2013,9,0.0,0,0
2013-09-10,25.8,69.0,15.5,,0.0,0.0,18308375.0,2013,9,0.0,1,0
2013-09-11,26.6,71.0,19.0,,3.2,0.0,19142291.666666668,2013,9,0.0,2,0
2013-09-12,19.25,71.5,21.5,,3.2,0.0,17025375.0,2013,9,0.0,3,0
2013-09-13,12.65,69.0,23.5,,,,14762708.333333334,2013,9,0.0,4,0
2013-09-14,11.3,61.0,14.0,,0.0,0.0,13432208.333333334,2013,9,0.0,5,1
2013-09-15,14.45,69.0,18.0,,1.8,0.0,13540291.666666666,2013,9,0.0,6,1
2013-09-16,10.14,72.0,20.0,,0.0,0.0,14722500.0,2013,9,0.0,0,0
2013-09-17,10.35,67.5,11.5,,0.0,0.0,14796666.666666666,2013,9,0.0,1,0
2013-09-18,13.55,67.5,9.5,,0.0,0.0,15065750.0,2013,9,0.0,2,0
2013-09-19,15.89,81.5,7.5,,0.0,0.0,15362500.0,2013,9,0.0,3,0
2013-09-20,20.0,84.5,12.5,,11.4,0.0,15727958.333333334,2013,9,0.0,4,0
2013-09-21,14.65,83.5,18.5,,26.0,0.0,14356916.666666666,2013,9,0.0,5,1
2013-09-22,10.5,71.5,20.5,,0.0,0.0,13211958.333333334,2013,9,0.0,6,1
2013-09-23,11.6,64.5,13.0,,0.0,0.0,14830166.666666666,2013,9,0.0,0,0
2013-09-24,12.3,66.5,10.5,,0.0,0.0,14775583.333333334,2013,9,0.0,1,0
2013-09-25,14.75,65.5,10.5,,0.0,0.0,14885875.0,2013,9,0.0,2,0
2013-09-26,15.4,66.5,8.5,,0.0,0.0,15071666.666666666,2013,9,0.0,3,0
2013-09-27,15.05,73.0,9.0,,0.0,0.0,14873583.333333334,2013,9,0.0,4,0
2013-09-28,15.0,77.0,12.0,,0.0,0.0,13761583.333333334,2013,9,0.0,5,1
2013-09-29,16.85,79.0,10.5,,0.8,0.0,13635083.333333334,2013,9,0.0,6,1
2013-09-30,16.85,85.5,10.0,,3.6,0.0,15479541.666666666,2013,9,0.0,0,0
2013-10-01,17.75,74.5,17.0,,0.0,0.0,15451375.0,2013,10,0.0,1,0
2013-10-02,18.35,57.5,18.5,,0.0,0.0,15716166.666666666,2013,10,0.0,2,0
2013-10-03,14.55,49.5,8.5,,1.2,0.0,15327458.333333334,2013,10,0.0,3,0
2013-10-04,15.89,88.0,9.0,,,0.0,15425083.333333334,2013,10,0.0,4,0
2013-10-05,15.05,76.5,12.5,,2.2,0.0,14064166.666666666,2013,10,0.0,5,1
2013-10-06,16.5,81.5,13.5,,1.6,0.0,13964750.0,2013,10,0.0,6,1
2013-10-07,13.05,86.0,15.5,,8.8,0.0,15034541.666666666,2013,10,0.0,0,0
2013-10-08,11.64,71.5,10.0,,0.0,0.0,14913166.666666666,2013,10,0.0,1,0
2013-10-09,12.15,68.0,9.5,,0.0,0.0,15039125.0,2013,10,0.0,2,0
2013-10-10,13.45,69.5,9.5,,0.0,0.0,15085791.666666666,2013,10,0.0,3,0
2013-10-11,13.25,60.5,7.0,,0.0,0.0,14739416.666666666,2013,10,0.0,4,0
2013-10-12,13.4,65.0,11.5,,0.0,0.0,13558500.0,2013,10,0.0,5,1
2013-10-13,14.05,85.0,11.0,,,,13364208.333333334,2013,10,0.0,6,1
2013-10-14,12.35,70.5,14.0,,0.0,0.0,13194083.333333334,2013,10,0.0,0,0
2013-10-15,11.6,75.0,13.5,,0.2,0.0,15006291.666666666,2013,10,0.0,1,0
2013-10-16,15.8,77.5,17.5,,13.6,0.0,15307333.333333334,2013,10,0.0,2,0
2013-10-17,12.89,77.5,11.5,,8.4,0.0,15191875.0,2013,10,0.0,3,0
2013-10-18,11.45,71.0,17.0,,0.2,0.0,14774708.333333334,2013,10,0.0,4,0
2013-10-19,7.65,81.5,15.0,,,,14239458.333333334,2013,10,0.0,5,1
2013-10-20,8.1,68.5,19.5,,0.0,0.0,13715791.666666666,2013,10,0.0,6,1
2013-10-21,11.55,77.5,21.0,,8.0,0.0,15274833.333333334,2013,10,0.0,0,0
2013-10-22,5.7,70.0,23.0,,0.0,0.0,15463333.333333334,2013,10,0.0,1,0
2013-10-23,4.94,63.0,20.5,,0.0,0.0,15643083.333333334,2013,10,0.0,2,0
2013-10-24,4.5,71.0,23.5,,0.0,0.0,15944791.666666666,2013,10,0.0,3,0
2013-10-25,6.0,70.5,20.0,,0.8,0.0,15650791.666666666,2013,10,0.0,4,0
2013-10-26,4.59,70.5,28.5,,9.8,0.0,14942625.0,2013,10,0.0,5,1
2013-10-27,5.25,73.5,15.0,,0.4,0.0,14410083.333333334,2013,10,0.0,6,1
2013-10-28,2.85,57.0,18.0,,0.0,0.0,15691750.0,2013,10,0.0,0,0
2013-10-29,2.15,67.0,9.5,,0.4,0.0,16180958.333333334,2013,10,0.0,1,0
2013-10-30,7.3,76.5,6.0,,0.0,0.0,16010041.666666666,2013,10,0.0,2,0
2013-10-31,10.95,87.0,16.5,,,,15661458.333333334,2013,10,0.0,3,0
2013-11-01,11.45,77.5,32.5,,2.0,0.0,15175625.0,2013,11,0.0,4,0
2013-11-02,4.15,79.5,16.5,,2.0,0.0,14572166.666666666,2013,11,0.0,5,1
2013-11-03,0.64,53.5,11.5,,0.0,0.0,14422416.666666666,2013,11,0.0,6,1
2013-11-04,0.4,65.0,12.5,,0.0,0.0,16045708.333333334,2013,11,0.0,0,0
2013-11-05,7.25,68.0,13.0,,0.0,0.0,15775791.666666666,2013,11,0.0,1,0
2013-11-06,11.8,74.5,21.5,,4.8,0.0,15745833.333333334,2013,11,0.0,2,0
2013-11-07,5.0,66.0,27.5,,0.0,0.0,15988416.666666666,2013,11,0.0,3,0
2013-11-08,2.95,69.0,20.0,,0.0,0.0,16073291.666666666,2013,11,0.0,4,0
2013-11-09,5.25,69.5,18.5,,0.4,0.0,15044041.666666666,2013,11,0.0,5,1
2013-11-10,4.09,73.5,38.0,,1.2,0.0,14618166.666666666,2013,11,0.0,6,1
2013-11-11,1.4,72.0,20.5,,0.6,0.0,16447333.333333334,2013,11,0.0,0,0
2013-11-12,-2.54,62.5,26.0,,0.0,0.0,16976166.666666668,2013,11,0.0,1,0
2013-11-13,-1.75,62.0,20.5,,0.0,0.0,16887375.0,2013,11,0.0,2,0
2013-11-14,5.2,50.0,26.0,,0.0,0.0,16228791.666666666,2013,11,0.0,3,0
2013-11-15,8.5,50.5,15.0,,0.0,0.0,15810166.666666666,2013,11,0.0,4,0
2013-11-16,7.75,68.5,12.0,,0.0,0.0,14560500.0,2013,11,0.0,5,1
2013-11-17,12.0,80.5,27.0,,12.4,0.0,14196916.666666666,2013,11,0.0,6,1
2013-11-18,6.3,71.5,39.5,,0.6,0.0,16064625.0,2013,11,0.0,0,0
2013-11-19,-0.25,63.5,20.5,,0.0,0.0,16678958.333333334,2013,11,0.0,1,0
2013-11-20,-1.0,71.0,15.5,,0.0,0.0,16853791.666666668,2013,11,0.0,2,0
2013-11-21,3.9,79.5,12.0,,2.2,0.0,16871791.666666668,2013,11,0.0,3,0
2013-11-22,3.59,85.0,24.5,,4.8,0.0,16503208.333333334,2013,11,0.0,4,0
2013-11-23,-5.69,68.5,27.5,,0.0,1.0,16189500.0,2013,11,0.0,5,1
2013-11-24,-8.94,69.5,19.5,,0.0,0.0,16581583.333333334,2013,11,0.0,6,1
2013-11-25,-2.84,61.0,24.5,,0.0,0.0,17650541.666666668,2013,11,0.0,0,0
2013-11-26,0.3,83.5,10.5,,0.2,2.0,17592583.333333332,2013,11,0.0,1,0
2013-11-27,-3.5,75.5,25.5,,0.0,1.6,17366916.666666668,2013,11,0.0,2,0
2013-11-28,-6.6,68.5,17.0,,0.0,0.2,17974250.0,2013,11,0.0,3,0
2013-11-29,-6.3,68.5,9.0,,0.0,0.0,17681458.333333332,2013,11,0.0,4,0
2013-11-30,-0.8,62.5,14.0,,0.0,0.0,16461583.333333334,2013,11,0.0,5,1
2013-12-01,2.25,83.5,6.0,,1.0,0.0,15914666.666666666,2013,12,0.0,6,1
2013-12-02,0.8,79.5,9.0,,0.0,0.0,17138041.666666668,2013,12,0.0,0,0
2013-12-03,-0.19,69.0,7.5,,0.0,0.0,17104916.666666668,2013,12,0.0,1,0
2013-12-04,2.54,86.0,14.0,,3.0,0.0,17142958.333333332,2013,12,0.0,2,0
2013-12-05,8.69,74.0,21.0,,0.0,0.0,16536541.666666666,2013,12,0.0,3,0
2013-12-06,-0.35,60.5,20.5,,0.0,0.0,17167041.666666668,2013,12,0.0,4,0
2013-12-07,-4.65,59.5,21.0,,0.0,0.0,16623750.0,2013,12,0.0,5,1
2013-12-08,-4.84,60.5,13.0,,0.0,0.0,16634375.0,2013,12,0.0,6,1
2013-12-09,-1.6,80.0,29.0,,0.0,1.4,17950875.0,2013,12,0.0,0,0
2013-12-10,-6.94,66.0,25.0,,0.0,0.0,18116250.0,2013,12,0.0,1,0
2013-12-11,-7.7,66.0,27.0,,0.0,0.0,18664583.333333332,2013,12,0.0,2,0
2013-12-12,-9.6,67.5,21.0,,0.0,0.0,18886083.333333332,2013,12,0.0,3,0
2013-12-13,-8.85,70.0,24.0,,0.0,0.2,18950791.666666668,2013,12,0.0,4,0
2013-12-14,-12.89,70.0,19.5,,0.0,10.4,18749791.666666668,2013,12,0.0,5,1
2013-12-15,-9.19,79.5,24.0,,0.0,3.0,17818916.666666668,2013,12,0.0,6,1
2013-12-16,-12.9,69.0,13.5,,0.0,0.2,19304708.333333332,2013,12,0.0,0,0
2013-12-17,-9.8,81.5,10.5,,0.0,2.6,19415416.666666668,2013,12,0.0,1,0
2013-12-18,-3.3,76.0,21.0,,0.0,0.0,18483875.0,2013,12,0.0,2,0
2013-12-19,-0.35,79.5,13.0,,0.0,1.2,17845916.666666668,2013,12,0.0,3,0
2013-12-20,0.04,95.0,10.5,,8.6,1.0,17928958.333333332,2013,12,0.0,4,0
2013-12-21,-0.5,93.5,14.0,,16.6,0.0,16713458.333333334,2013,12,0.0,5,1
2013-12-22,-0.35,89.5,12.0,,13.6,0.4,15074541.666666666,2013,12,0.0,6,1
2013-12-23,-3.75,83.5,15.0,,0.0,0.0,16216958.333333334,2013,12,0.0,0,0
2013-12-24,-11.9,75.0,18.0,,0.0,0.4,16638166.666666666,2013,12,0.0,1,0
2013-12-25,-10.4,83.5,8.5,,0.0,4.5,16311166.666666666,2013,12,0.0,2,0
2013-12-26,-3.8,84.5,17.0,,0.0,3.4,15615541.666666666,2013,12,0.0,3,0
2013-12-27,-2.2,77.0,16.5,,0.0,0.0,16140875.0,2013,12,0.0,4,0
2013-12-28,2.45,81.0,18.0,,0.0,0.0,15245666.666666666,2013,12,0.0,5,1
2013-12-29,-1.6,75.0,23.0,,0.0,0.0,15171750.0,2013,12,0.0,6,1
2013-12-30,-9.65,57.5,22.0,,0.0,0.0,16988791.666666668,2013,12,0.0,0,0
2013-12-31,-9.05,72.5,23.5,,0.0,0.6,17039666.666666668,2013,12,0.0,1,0
2014-01-01,-12.65,58.5,16.0,,0.0,0.0,16759666.666666666,2014,1,0.0,2,0
2014-01-02,-17.6,60.0,27.0,,0.0,1.0,19322958.333333332,2014,1,0.0,3,0
2014-01-03,-16.5,57.0,14.0,,0.0,0.0,19492375.0,2014,1,0.0,4,0
2014-01-04,-4.8,69.0,23.5,,0.0,0.4,17471958.333333332,2014,1,0.0,5,1
2014-01-05,-1.35,92.5,11.5,,1.8,11.6,16870500.0,2014,1,0.0,6,1
2014-01-06,-8.8,81.5,36.5,,4.0,1.2,18320583.333333332,2014,1,0.0,0,0
2014-01-07,-20.75,66.5,35.0,,0.0,0.0,19895291.666666668,2014,1,0.0,1,0
2014-01-08,-13.3,69.5,17.0,,0.0,0.0,19466833.333333332,2014,1,0.0,2,0
2014-01-09,-11.1,72.5,9.0,,0.0,0.2,18822791.666666668,2014,1,0.0,3,0
2014-01-10,-2.7,90.5,6.0,,1.2,1.8,17998708.333333332,2014,1,0.0,4,0
2014-01-11,4.2,88.0,19.5,,7.8,0.0,16184250.0,2014,1,0.0,5,1
2014-01-12,1.35,75.5,25.5,,0.0,0.0,15785750.0,2014,1,0.0,6,1
2014-01-13,4.0,74.5,16.5,,1.0,0.0,16770875.0,2014,1,0.0,0,0
2014-01-14,1.8,78.0,10.0,,0.0,0.0,16844333.333333332,2014,1,0.0,1,0
2014-01-15,-2.6,73.0,25.0,,0.0,0.0,17652083.333333332,2014,1,0.0,2,0
2014-01-16,-3.15,73.0,15.0,,0.0,1.6,17822833.333333332,2014,1,0.0,3,0
2014-01-17,-0.75,77.5,13.0,,0.0,2.6,17570583.333333332,2014,1,0.0,4,0
2014-01-18,-5.6,79.5,20.5,,0.0,0.6,16741666.666666666,2014,1,0.0,5,1
2014-01-19,-5.75,78.5,23.0,,0.0,0.6,16921875.0,2014,1,0.0,6,1
2014-01-20,-10.0,73.5,22.0,,0.0,1.0,18668291.666666668,2014,1,0.0,0,0
2014-01-21,-19.04,62.0,16.5,,0.0,0.0,19828000.0,2014,1,0.0,1,0
2014-01-22,-18.25,62.5,9.0,,0.0,0.0,20239625.0,2014,1,0.0,2,0
2014-01-23,-16.75,67.5,16.5,,0.0,0.4,20103083.333333332,2014,1,0.0,3,0
2014-01-24,-14.15,66.5,25.5,,0.0,0.6,19861666.666666668,2014,1,0.0,4,0
2014-01-25,-10.2,72.5,29.5,,0.0,4.2,18129416.666666668,2014,1,0.0,5,1
2014-01-26,-11.5,72.5,19.5,,0.0,1.4,18279000.0,2014,1,0.0,6,1
2014-01-27,-11.1,70.0,28.5,,0.0,2.4,19089000.0,2014,1,0.0,0,0
2014-01-28,-16.39,64.0,29.0,,0.0,0.0,19726500.0,2014,1,0.0,1,0
2014-01-29,-14.3,65.0,27.5,,0.0,0.0,19665333.333333332,2014,1,0.0,2,0
2014-01-30,-7.6,59.0,20.0,,0.0,0.6,18930416.666666668,2014,1,0.0,3,0
2014-01-31,-2.04,74.0,16.0,,0.0,0.0,17996916.666666668,2014,1,0.0,4,0
2014-02-01,-1.55,88.5,10.0,,0.0,11.0,17312083.333333332,2014,2,0.0,5,1
2014-02-02,-4.1,82.5,18.5,,0.0,0.0,16652416.666666666,2014,2,0.0,6,1
2014-02-03,-9.15,68.0,11.0,,0.0,0.0,18145500.0,2014,2,0.0,0,0
2014-02-04,-10.19,72.0,7.5,,0.0,1.0,18578583.333333332,2014,2,0.0,1,0
2014-02-05,-10.55,77.0,27.5,,0.0,14.9,18688333.333333332,2014,2,0.0,2,0
2014-02-06,-12.4,75.5,17.5,,0.0,0.0,18830208.333333332,2014,2,0.0,3,0
2014-02-07,-13.25,68.5,25.0,,0.0,0.0,18766958.333333332,2014,2,0.0,4,0
2014-02-08,-14.1,73.0,10.0,,0.0,0.4,17915000.0,2014,2,0.0,5,1
2014-02-09,-12.2,83.5,8.5,,0.0,2.6,17768333.333333332,2014,2,0.0,6,1
2014-02-10,-10.1,67.0,17.5,,0.0,0.0,18873750.0,2014,2,0.0,0,0
2014-02-11,-13.6,65.5,15.0,,0.0,0.0,19141833.333333332,2014,2,0.0,1,0
2014-02-12,-14.25,70.5,8.0,,0.0,0.0,19159916.666666668,2014,2,0.0,2,0
2014-02-13,-8.8,68.0,8.5,,0.0,0.0,18527000.0,2014,2,0.0,3,0
2014-02-14,-3.8,73.5,16.5,,0.0,0.2,18043791.666666668,2014,2,0.0,4,0
2014-02-15,-8.94,71.0,17.5,,0.0,0.0,16903291.666666668,2014,2,0.0,5,1
2014-02-16,-11.7,66.0,17.0,,0.0,0.4,17098041.666666668,2014,2,0.0,6,1
2014-02-17,-10.25,63.5,20.0,,0.0,1.2,17471125.0,2014,2,0.0,0,0
2014-02-18,-2.95,78.5,20.0,,0.0,4.4,17986333.333333332,2014,2,0.0,1,0
2014-02-19,-0.39,76.0,14.0,,0.2,0.0,17329083.333333332,2014,2,0.0,2,0
2014-02-20,-0.39,85.5,15.0,,11.2,3.2,17732708.333333332,2014,2,0.0,3,0
2014-02-21,1.8,76.0,34.5,,5.6,0.0,17196666.666666668,2014,2,0.0,4,0
2014-02-22,-0.09,57.0,39.0,,0.0,0.0,15937875.0,2014,2,0.0,5,1
2014-02-23,-3.75,62.0,27.5,,0.0,0.0,15865166.666666666,2014,2,0.0,6,1
2014-02-24,-8.3,66.0,26.5,,0.0,0.0,17853833.333333332,2014,2,0.0,0,0
2014-02-25,-9.4,70.0,22.5,,0.0,0.0,18352916.666666668,2014,2,0.0,1,0
2014-02-26,-12.9,62.0,28.0,,0.0,0.0,18768500.0,2014,2,0.0,2,0
2014-02-27,-13.3,57.5,34.5,,0.0,0.2,19077041.666666668,2014,2,0.0,3,0
2014-02-28,-13.95,54.5,15.0,,0.0,0.0,18826875.0,2014,2,0.0,4,0
2014-03-01,-6.95,63.5,17.5,,0.0,4.2,17657208.333333332,2014,3,0.0,5,1
2014-03-02,-13.75,63.0,19.0,,0.0,1.8,17494666.666666668,2014,3,0.0,6,1
2014-03-03,-15.85,56.5,17.0,,0.0,0.0,18979041.666666668,2014,3,0.0,0,0
2014-03-04,-13.3,68.0,9.5,,0.0,2.0,19198250.0,2014,3,0.0,1,0
2014-03-05,-10.3,63.0,14.0,,0.0,0.0,18351125.0,2014,3,0.0,2,0
2014-03-06,-8.0,71.0,18.5,,0.0,10.6,18210666.666666668,2014,3,0.0,3,0
2014-03-07,-5.65,69.0,7.0,,0.0,0.0,17310083.333333332,2014,3,0.0,4,0
2014-03-08,-2.95,72.0,17.0,,0.0,0.0,16055666.666666666,2014,3,0.0,5,1
2014-03-09,-5.25,66.0,26.0,,0.0,0.0,15999083.333333334,2014,3,0.0,6,1
2014-03-10,3.35,71.0,15.5,,0.0,0.0,16513041.666666666,2014,3,0.0,0,0
2014-03-11,5.85,67.0,12.0,,0.0,0.0,16194750.0,2014,3,0.0,1,0
2014-03-12,-6.35,75.0,27.0,,0.0,9.2,17552750.0,2014,3,0.0,2,0
2014-03-13,-12.05,54.0,28.5,,0.0,0.0,18116000.0,2014,3,0.0,3,0
2014-03-14,1.35,59.5,29.5,,0.0,0.0,16676916.666666666,2014,3,0.0,4,0
2014-03-15,-1.94,70.0,34.0,,0.0,0.0,15850625.0,2014,3,0.0,5,1
2014-03-16,-11.45,54.0,20.5,,0.0,0.0,16447625.0,2014,3,0.0,6,1
2014-03-17,-10.0,61.0,16.0,,0.0,0.0,17993041.666666668,2014,3,0.0,0,0
2014-03-18,-3.3,63.0,13.5,,0.0,0.0,17196166.666666668,2014,3,0.0,1,0
2014-03-19,2.6,80.0,14.5,,2.8,0.0,17266750.0,2014,3,0.0,2,0
2014-03-20,0.05,74.0,32.5,,0.0,0.0,17022000.0,2014,3,0.0,3,0
2014-03-21,-0.19,62.5,15.0,,0.0,0.0,16503458.333333334,2014,3,0.0,4,0
2014-03-22,-2.0,76.0,25.0,,0.0,1.2,16006750.0,2014,3,0.0,5,1
2014-03-23,-7.55,57.0,22.5,,0.0,0.0,16207625.0,2014,3,0.0,6,1
2014-03-24,-7.44,55.5,14.0,,0.0,0.0,17672166.666666668,2014,3,0.0,0,0
2014-03-25,-4.69,61.5,20.5,,0.0,0.0,17646375.0,2014,3,0.0,1,0
2014-03-26,-8.25,49.5,20.0,,0.0,0.0,17668833.333333332,2014,3,0.0,2,0
2014-03-27,-3.14,67.5,12.5,,1.0,0.6,17479958.333333332,2014,3,0.0,3,0
2014-03-28,5.75,83.5,21.0,,4.2,0.0,16621958.333333334,2014,3,0.0,4,0
2014-03-29,1.6,73.0,15.0,,0.0,0.0,15582666.666666666,2014,3,0.0,5,1
2014-03-30,2.44,49.0,27.5,,0.0,0.0,14833000.0,2014,3,0.0,6,1
2014-03-31,5.15,44.0,15.0,,0.0,0.0,15694833.333333334,2014,3,0.0,0,0
2014-04-01,4.45,61.5,18.0,,0.0,0.0,15736125.0,2014,4,0.0,1,0
2014-04-02,2.9,60.0,21.0,,0.0,0.0,15964000.0,2014,4,0.0,2,0
2014-04-03,0.75,60.5,19.0,,0.0,0.0,16047916.666666666,2014,4,0.0,3,0
2014-04-04,4.05,79.0,21.0,,9.2,0.0,16300958.333333334,2014,4,0.0,4,0
2014-04-05,0.75,65.5,28.0,,0.0,0.0,15207791.666666666,2014,4,0.0,5,1
2014-04-06,3.55,59.5,10.0,,0.0,0.0,14345875.0,2014,4,0.0,6,1
